canonical_pal_title;original_title;region_status;platform_status;duplicate_of;source_blocks;released;cover_art_url;genre;graphics_pal;music_pal;gameplay_pal;total_pal;notes_pal_ntsc_j;name_variants;score_reasoning;description_es;review_status;;
Sparkster;Sparkster;;snes;;;1994-09-15;;Action - Platformer - 2D;9;9;8;9;Edición PAL a 50 Hz. Es un juego distinto de la secuela de Mega Drive, aunque comparte protagonista y título.;Sparkster: Rocket Knight Adventures 2;Gráficos: colorido, animación y efectos muy cuidados. Música: banda sonora de Konami de gran calidad. Jugabilidad: espada, propulsor y variedad de fases, aunque su ritmo es menos constante que el Rocket Knight de Mega Drive. Motivo global: plataformas de acción muy notable con identidad propia.;Sparkster es un plataformas de acción de Konami protagonizado por una zarigüeya caballero equipada con espada y mochila propulsora. Combina fases de acción lateral, desplazamiento vertical, carreras y enfrentamientos contra jefes.;;;
The Ignition Factor;The Ignition Factor;;snes;;;1995-02-23;;Action - General;8;8;8;8;Edición PAL a 50 Hz. En Europa se publicó como The Ignition Factor; la tensión depende más de objetivos y tiempo que de la velocidad de refresco.;Fire Fighting;Gráficos: escenarios de incendios y efectos de humo muy logrados. Música: acompañamiento tenso y apropiado. Jugabilidad: rescate, gestión de equipo y rutas con límite de tiempo; control algo rígido. Motivo global: propuesta original y exigente, muy distinta del juego de acción habitual.;The Ignition Factor es un juego de acción y rescate en el que un bombero debe entrar en edificios en llamas, apagar fuegos, localizar víctimas y encontrar salidas antes de que el tiempo se agote.;
Saturday Night Slam Masters;Saturday Night Slam Masters;;snes;;;1994-06-24;;Sports - Individual - Combat - Wrestling;8;8;8;8;Edición PAL a 50 Hz. Conversión doméstica del arcade de Capcom, con combates por parejas y personajes diseñados por Tetsuo Hara.;Muscle Bomber;Gráficos: luchadores grandes y escenarios coloridos. Música: temas de arcade sólidos y enérgicos. Jugabilidad: agarres, golpes y modos por parejas entretenidos, aunque menos fluidos que la recreativa. Motivo global: lucha libre arcade competente y muy disfrutable en multijugador.;Saturday Night Slam Masters es un juego de lucha libre de Capcom. Sus luchadores realizan golpes, llaves y ataques especiales en combates individuales o por parejas de estilo arcade.;;;
Captain Commando;Captain Commando;;snes;;;1995-05-25;;Action - Beat-'Em-Up - 2D;9;8;8;8;Edición PAL a 50 Hz. Conversión del arcade de Capcom, con recortes de animación y ritmo frente a la recreativa.;Captain Commando;Gráficos: personajes y fondos coloridos, fieles al estilo Capcom. Música: adaptación correcta del arcade. Jugabilidad: cuatro héroes, armas y acción cooperativa, aunque menos fluida que la original. Motivo global: beat em up vistoso y entretenido, con una conversión limitada por el hardware.;Captain Commando es un beat em up futurista de Capcom. Captain Commando, Mack, Ginzu y Baby Head luchan contra criminales y mutantes usando golpes, armas y habilidades especiales.;;;
The King of Dragons;The King of Dragons;;snes;;;1994-06-24;;Action - Beat-'Em-Up - 2D;8;8;8;8;Edición PAL a 50 Hz. Adaptación doméstica del arcade; reduce parte de la presentación pero mantiene personajes y progresión.;King of Dragons;Gráficos: fantasía colorida y sprites expresivos. Música: bandas de arcade bien adaptadas. Jugabilidad: cinco héroes, subida de nivel y combate cooperativo; la versión doméstica tiene ritmo algo más limitado. Motivo global: beat em up de fantasía muy competente para jugar acompañado.;The King of Dragons es un beat em up de Capcom ambientado en fantasía medieval. Permite elegir entre cinco héroes con armas distintas, combatir criaturas y subir de nivel durante una aventura cooperativa.;
The Pirates of Dark Water;The Pirates of Dark Water;;snes;;;1994-06-24;;Action - Beat-'Em-Up - 2D;7;7;7;7;Edición PAL a 50 Hz. Basado en la serie animada y distribuido oficialmente en Europa.;Pirates of Dark Water;Gráficos: personajes reconocibles y ambientes de fantasía acuática. Música: correcta, sin destacar especialmente. Jugabilidad: acción lateral funcional, aunque repetitiva y menos pulida que los grandes beat em up. Motivo global: adaptación competente para seguidores de la serie.;The Pirates of Dark Water es un beat em up basado en la serie animada. Ren, Ioz y Tula luchan contra piratas y criaturas para recuperar los Tesoros de Rule y detener el avance del Agua Oscura.;;;
The Mask;The Mask;;snes;;;1995-11-30;;Action - Platformer - 2D;8;8;7;8;Edición PAL a 50 Hz. Adaptación basada en la película y la serie, con ritmo y animación muy marcados.;The Mask;Gráficos: animación caricaturesca y escenarios llenos de color. Música: acompañamiento enérgico acorde al tono. Jugabilidad: plataformas y minijuegos variados, pero control y dificultad irregulares. Motivo global: licencia vistosa y entretenida, aunque desigual.;The Mask es un plataformas de acción basado en el personaje de Dark Horse. Stanley Ipkiss usa la máscara para obtener poderes exagerados, atravesar escenarios urbanos y derrotar a los hombres de Dorian Tyrell.;;;
The Tick;The Tick;;snes;;;1995-11-30;;Action - Beat-'Em-Up - 2D;7;7;7;7;Edición PAL a 50 Hz. Basado en la serie animada; mantiene su tono humorístico y acción lateral.;Tick, The;Gráficos: estilo visual fiel a los dibujos animados. Música: sencilla y acorde al humor. Jugabilidad: combate lateral funcional, aunque repetitivo y limitado. Motivo global: adaptación simpática para seguidores, sin destacar dentro del género.;The Tick es un beat em up basado en la serie animada. El superhéroe azul y sus aliados recorren la ciudad enfrentándose a villanos con golpes exagerados y situaciones de humor.;;
Alien vs. Predator;Alien vs. Predator;;snes;;;1993-09-23;;Action - Beat-'Em-Up - 2D;8;8;8;8;Edición PAL a 50 Hz. El lanzamiento internacional difiere de la versión japonesa en algunos elementos y fue distribuido en Europa.;Aliens vs. Predator;Gráficos: sprites grandes, escenarios oscuros y buena ambientación de ciencia ficción. Música: tensa y adecuada a la licencia. Jugabilidad: permite elegir Alien, Predator o humano, con acción lateral variada pero repetitiva. Motivo global: adaptación ambiciosa y curiosa, inferior al arcade posterior de Capcom.;Alien vs. Predator es un juego de acción lateral basado en ambas franquicias. El jugador puede controlar a un Marine, un Alien o un Predator para atravesar escenarios infestados de enemigos y completar objetivos distintos.;;;
Batman Returns;Batman Returns;;snes;;;1993-02-18;;Action - Beat-'Em-Up - 2D;9;9;9;9;Edición PAL a 50 Hz. La versión de Super Nintendo es un beat em up de Konami distinto de las versiones de Mega Drive y otros sistemas.;Batman Returns;Gráficos: ambientación gótica, sprites grandes y escenarios muy fieles a la película. Música: excelente uso de temas inspirados en Danny Elfman. Jugabilidad: combate contundente, armas y fases variadas;dificultad elevada pero razonable. Motivo global: una de las mejores adaptaciones de Batman en 16 bits.;Batman Returns es un beat em up de Konami basado en la película de Tim Burton. Batman combate criminales en Gotham y se enfrenta al Pingüino, Catwoman y la Banda del Circo Rojo.;;
Batman Forever;Batman Forever;;snes;;;1995-10-20;;Action - Beat-'Em-Up - 2D;7;7;6;7;Edición PAL a 50 Hz. Basado en la película; utiliza personajes digitalizados y una estructura de combate diferente a Batman Returns.;Batman Forever;Gráficos: digitalización llamativa y ambientación fiel a la película. Música: correcta, sin la fuerza de Batman Returns. Jugabilidad: controles complejos y combate menos preciso, con diseño irregular. Motivo global: adaptación visualmente curiosa, pero poco equilibrada.;Batman Forever es un juego de acción basado en la película. Batman y Robin combaten a Dos Caras y Enigma mediante golpes, gadgets y movimientos especiales en escenarios inspirados en Gotham.;;
Judge Dredd;Judge Dredd;;snes;;;1995-04-28;;Action - Platformer - 2D;7;7;7;7;Edición PAL a 50 Hz. Basado en la película de 1995 y en el personaje de cómic; la versión de Super Nintendo es distinta de otras adaptaciones.;Judge Dredd;Gráficos: escenarios futuristas y digitalización competente. Música: acompañamiento funcional. Jugabilidad: mezcla de disparos y plataformas con dificultad desigual. Motivo global: licencia correcta, sin alcanzar a los referentes de acción.;Judge Dredd es un juego de acción y plataformas basado en el juez de Mega-City One. Utiliza la pistola Lawgiver, combate criminales y recorre escenarios futuristas para detener a Rico.;;
The Terminator;The Terminator;;snes;;;1993-12-16;;Action - Platformer - 2D;8;8;8;8;Edición PAL a 50 Hz. Adaptación de acción distinta de otras versiones domésticas, basada en la primera película.;Terminator;Gráficos: buena ambientación nocturna y sprites reconocibles. Música: uso efectivo de melodías inspiradas en la película. Jugabilidad: plataformas y disparos con dificultad exigente, pero control correcto. Motivo global: adaptación sólida de una licencia compleja.;The Terminator es un juego de acción basado en la película de James Cameron. Kyle Reese lucha en Los Ángeles de 1984 para proteger a Sarah Connor del cyborg enviado desde el futuro.;;;
Terminator 2: Judgment Day;Terminator 2: Judgment Day;;snes;;;1993-12-16;;Action - Shooter - Light Gun;8;8;8;8;Edición PAL a 50 Hz. Shooter sobre raíles pensado para Super Scope; con mando es funcional pero menos inmersivo.;T2: The Arcade Game;Gráficos: conversión vistosa con enemigos digitalizados y vehículos grandes. Música: temas de la película bien aprovechados. Jugabilidad: muy divertida con Super Scope, más limitada con mando. Motivo global: buena adaptación de la recreativa para quienes tengan el periférico.;Terminator 2: Judgment Day es un shooter sobre raíles basado en la película. El jugador dispara contra Terminators y máquinas de Skynet, preferiblemente con el periférico Super Scope.;;
Super Bonk;Super Bonk;;snes;;;1995-11-30;;Action - Platformer - 2D;9;8;8;8;Edición PAL a 50 Hz. Título tardío de la serie Bonk, distribuido oficialmente en Europa.;Super Genjin;Gráficos: sprites grandes y coloridos con buena animación. Música: banda sonora alegre y adecuada. Jugabilidad: plataformas tradicional con transformaciones, aunque menos preciso que los referentes de Nintendo. Motivo global: aventura simpática y vistosa de final de generación.;Super Bonk es un plataformas protagonizado por el niño cavernícola Bonk. Ataca con la cabeza, recoge carne para transformarse y atraviesa mundos prehistóricos llenos de enemigos y jefes.;;;
Pocky & Rocky;Pocky & Rocky;;snes;;;1993-11-25;;Action - Shooter - Shoot-'Em-Up - Top-Down;9;9;9;9;Edición PAL a 50 Hz. En Europa se publicó con su título internacional y conserva el cooperativo para dos jugadores.;Kiki Kaikai: Nazo no Kuro Manto;Gráficos: sprites expresivos, escenarios japoneses y gran encanto visual. Música: banda sonora excelente y muy característica. Jugabilidad: disparo cenital preciso, cooperativo y dificultad elevada. Motivo global: shooter de culto, exigente y muy carismático.;Pocky & Rocky es un shooter cenital de Natsume en el que una sacerdotisa y un tanuki combaten espíritus malignos. Incluye acción cooperativa, disparos, ataques cuerpo a cuerpo y escenarios inspirados en el folclore japonés.;;;
Pocky & Rocky 2;Pocky & Rocky 2;;snes;;;1994-12-15;;Action - Shooter - Shoot-'Em-Up - Top-Down;9;9;9;9;Edición PAL a 50 Hz. Conserva el cooperativo y amplía los personajes disponibles respecto al original.;Kiki Kaikai: Tsukiyo Soushi;Gráficos: colorido, animación y detalles muy cuidados. Música: excelente banda sonora de estilo japonés. Jugabilidad: acción cenital precisa, personajes distintos y cooperativo sobresaliente. Motivo global: secuela de culto tan buena o mejor que la primera.;Pocky & Rocky 2 es un shooter cenital de Natsume que amplía la aventura de la sacerdotisa Pocky. Permite elegir entre varios personajes, usar ataques a distancia y cuerpo a cuerpo y jugar en cooperativo.;;;
The Ninja Warriors;The Ninja Warriors;;snes;;;1994-11-24;;Action - Beat-'Em-Up - 2D;10;9;9;9;Edición PAL a 50 Hz. Remake de la recreativa de Taito, conocido en Japón como The Ninja Warriors Again.;The Ninja Warriors Again;Gráficos: sprites enormes, animación fluida y escenarios urbanos muy vistosos. Música: banda sonora contundente y reconocible. Jugabilidad: tres ninjas con estilos distintos, agarres y armas; acción algo lenta pero muy satisfactoria. Motivo global: uno de los beat em up más valorados de Super Nintendo.;The Ninja Warriors es un beat em up de Taito protagonizado por androides ninja que luchan contra un régimen dictatorial. Permite elegir entre tres personajes con estilos de combate y habilidades diferentes.;;
The Peace Keepers;The Peace Keepers;;snes;;;1995-11-30;;Action - Beat-'Em-Up - 2D;8;8;8;8;Edición PAL a 50 Hz. En Japón se conoce como Rushing Beat Shura; continúa la serie de Rival Turf! y Brawl Brothers.;Rushing Beat Shura;Gráficos: personajes grandes y escenarios variados. Música: banda sonora sólida. Jugabilidad: rutas alternativas, varios luchadores y acciones variadas, aunque con controles menos precisos que Capcom o Konami. Motivo global: beat em up competente y ambicioso, poco conocido.;The Peace Keepers es un beat em up de Jaleco en el que varios luchadores se enfrentan a una organización criminal. Incluye personajes con estilos propios, rutas alternativas y cooperación para dos jugadores.;;
Undercover Cops;Undercover Cops;;snes;;;1995-11-30;;Action - Beat-'Em-Up - 2D;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catálogo PAL; solo se conserva como referencia para una futura sección NTSC/J.;Undercover Cops;No se asigna puntuación PAL porque no existió una edición oficial PAL de Super Nintendo.;No debe incluirse en el catálogo PAL definitivo.;;
The Firemen;The Firemen;;snes;;;1994-12-15;;Action - General;9;8;9;9;Edición PAL a 50 Hz. Publicado oficialmente en Europa; su estructura por tiempo se mantiene, con ritmo algo menor que en NTSC.;The Firemen;Gráficos: efectos de fuego, humo y escenarios de emergencia muy destacables. Música: tensión ambiental eficaz. Jugabilidad: acción de rescate original, cooperación y objetivos claros. Motivo global: uno de los juegos de acción más singulares y apreciados del catálogo PAL.;The Firemen es un juego de acción y rescate de Human Entertainment. Pete y Danny deben apagar un incendio en un rascacielos, salvar civiles y superar explosiones y obstáculos antes de que el edificio colapse.;;
Cybernator;Cybernator;;snes;;;1993;;Action - Shooter - Shoot-'Em-Up - Horizontal;9;9;9;9;Edición PAL distribuida por Palcom a 50 Hz. Se conoce en Japón como Assault Suits Valken; conserva el diseño de mechas, aunque la localización occidental reduce parte del contenido narrativo.;Assault Suits Valken;Gráficos: mechas grandes, fondos con parallax y efectos de explosión muy destacados. Música: banda sonora de gran intensidad. Jugabilidad: disparos, armas variadas y control deliberado del mecha, con dificultad alta pero justa. Motivo global: uno de los mejores juegos de acción con robots de Super Nintendo.;Cybernator es un juego de acción lateral en el que un piloto controla una armadura de combate para defender la Tierra. Combina disparos, propulsores, armas mejorables y misiones contra ejércitos enemigos y jefes mecánicos.;;
Super EDF;Super EDF;;snes;;;1992-11-19;;Action - Shooter - Shoot-'Em-Up - Horizontal;8;8;8;8;Edición PAL a 50 Hz. Es un shooter exclusivo de Super Nintendo; la menor velocidad de PAL afecta ligeramente al ritmo, pero conserva su estructura de armas y fases.;Earth Defense Force;Gráficos: fondos con parallax y grandes enemigos bien resueltos. Música: temas de acción sólidos. Jugabilidad: varios niveles de armas y escudos, con dificultad equilibrada aunque poco innovadora. Motivo global: shooter horizontal competente y muy disfrutable para aficionados al género.;Super EDF es un shooter horizontal en el que una nave de combate defiende la Tierra de una invasión alienígena. El jugador mejora disparos y escudos, combate enemigos mecánicos y supera fases de ciencia ficción.;;
Super Air Diver 2;Super Air Diver 2;;snes;;;1994-11-24;;Simulation - Vehicle - Combat;8;8;7;8;Edición PAL a 50 Hz. La versión europea mantiene su enfoque de combate aéreo y misiones, con un control más lento que los juegos arcade.;Air Diver 2;Gráficos: buena escala de aviones y entornos, con efectos de vuelo correctos. Música: acompañamiento funcional. Jugabilidad: misiones variadas y simulación ligera, aunque el control es tosco y exige adaptación. Motivo global: propuesta de vuelo ambiciosa, más interesante que pulida.;Super Air Diver 2 es un juego de combate aéreo en el que el jugador pilota cazas modernos en misiones contra fuerzas enemigas. Combina vuelo, misiles, objetivos terrestres y enfrentamientos aéreos.;;;
Super Strike Eagle;Super Strike Eagle;;snes;;;1993-11-25;;Simulation - Vehicle - Combat;8;8;8;8;Edición PAL a 50 Hz. Conserva el enfoque de simulación ligera y las misiones aéreas de la serie Strike Eagle.;F-15 Super Strike Eagle;Gráficos: escenarios y aviones claros, con buena sensación de altura. Música: discreta y funcional. Jugabilidad: gestión de armas y objetivos con control accesible para el género. Motivo global: simulación de vuelo sólida y completa para consola.;Super Strike Eagle es un simulador de combate aéreo basado en el caza F-15. El jugador cumple misiones militares, utiliza misiles y bombas, y debe controlar combustible, altitud y amenazas enemigas.;;;
Space Megaforce;Space Megaforce;;snes;;;1992-11-19;;Action - Shooter - Shoot-'Em-Up - Vertical;9;9;10;9;No tuvo título PAL bajo este nombre; la edición europea es Super Aleste. Se mantiene como variante de referencia, no debe duplicarse en el catálogo PAL definitivo.;Super Aleste;No se asigna una ficha independiente: corresponde a Super Aleste, ya incluido como lanzamiento PAL.;No debe incluirse como fila separada en el catálogo PAL definitivo.;;
Nosferatu;Nosferatu;;snes;;;1995-11-30;;Action - Platformer - 2D;9;8;9;9;Edición PAL a 50 Hz. Lanzamiento europeo tardío, sin relación con el personaje de vampiro clásico más allá de su ambientación oscura.;Nosferatu;Gráficos: animación fluida, efectos de luz y escenarios de mansión muy cuidados. Música: ambientación tensa y efectiva. Jugabilidad: combate cuerpo a cuerpo, agarres y plataformas con un control preciso. Motivo global: juego de acción de culto, muy valorado por su atmósfera y mecánicas.;Nosferatu es un juego de acción y plataformas en el que Kyle debe rescatar a su novia de una mansión dominada por criaturas sobrenaturales. Combina golpes, patadas, agarres, saltos y exploración de escenarios oscuros.;;;
Hagane: The Final Conflict;Hagane: The Final Conflict;;snes;;;1995-11-30;;Action - Platformer - 2D;10;9;9;9;Edición PAL a 50 Hz. Conserva la acción rápida y los efectos técnicos; su dificultad elevada es común a todas las regiones.;Hagane;Gráficos: sprites detallados, efectos de rotación y ambientación ciberpunk sobresaliente. Música: banda sonora intensa y apropiada. Jugabilidad: espada, cadena, armas y movimientos ágiles con gran profundidad. Motivo global: plataformas de acción de culto, exigente y espectacular.;Hagane: The Final Conflict es un juego de acción protagonizado por un ninja cyborg. Utiliza espada, cadena, explosivos y ataques a distancia para atravesar escenarios futuristas y derrotar a un clan enemigo.;;
Run Saber;Run Saber;;snes;;;1993-11-25;;Action - Platformer - 2D;8;8;8;8;Edición PAL a 50 Hz. La aventura permite alternar entre dos protagonistas y presenta diferencias de ritmo propias de la versión europea.;Run Saber;Gráficos: entornos postapocalípticos coloridos y enemigos grandes. Música: banda sonora energética. Jugabilidad: espada, armas y dos personajes con estilos distintos; control correcto aunque con dificultad irregular. Motivo global: acción lateral competente y poco conocida.;Run Saber es un plataformas de acción de Atlus en el que dos guerreros deben recuperar cristales elementales para salvar la Tierra. Permite elegir entre un espadachín y una luchadora, cada uno con armas y habilidades propias.;;
The Peace Keepers;The Peace Keepers;;snes;;;1995-11-30;;Action - Beat-'Em-Up - 2D;8;8;8;8;Ya incluido en el bloque 7; se conserva como referencia para evitar duplicados durante la consolidación.;Rushing Beat Shura;No debe duplicarse: la ficha PAL completa está en el bloque 7.;No debe incluirse como fila separada en el catálogo PAL definitivo.;;
Super Valis IV;Super Valis IV;;snes;;;1993-02-23;;Action - Platformer - 2D;0;0;0;0;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catálogo PAL principal; se puede valorar más adelante como excepción NTSC.;Super Valis IV;No se asigna puntuación PAL porque no existió una edición oficial PAL de Super Nintendo.;No debe incluirse en el catálogo PAL definitivo.;;
Ardy Lightfoot;Ardy Lightfoot;;snes;;;1994-06-24;;Action - Platformer - 2D;8;8;8;8;Edición PAL a 50 Hz. Conserva la aventura de plataformas y los minijuegos, con una presentación propia de producciones japonesas de mediados de los noventa.;Ardy Lightfoot;Gráficos: sprites coloridos, animación agradable y variedad de mundos. Música: temas alegres y adecuados. Jugabilidad: plataformas clásico con movimientos sencillos y minijuegos; algo convencional. Motivo global: título simpático y competente, aunque poco innovador.;Ardy Lightfoot es un plataformas protagonizado por un joven aventurero acompañado por un pingüino. Recorre mundos de fantasía, combate enemigos con su bastón y participa en fases y minijuegos variados.;;
Plok;Plok;;snes;;;1994-11-24;;Action - Platformer - 2D;10;10;8;9;Edición PAL a 50 Hz. Título europeo de Software Creations; mantiene su humor visual, aunque el ritmo de los niveles rápidos es menor que en NTSC.;Plok;Gráficos: estilo caricaturesco, animación excepcional y escenarios muy creativos. Música: banda sonora de los Follin muy valorada. Jugabilidad: lanza extremidades y alterna mecánicas originales; dificultad y control exigentes. Motivo global: plataformas de culto con enorme personalidad, no siempre accesible.;Plok es un plataformas de acción protagonizado por un personaje que puede lanzar brazos y piernas como proyectiles. Recorre Cotton Island para recuperar su bandera, enfrentándose a enemigos y fases muy imaginativas.;
Super Putty;Super Putty;;snes;;;1994-11-24;;Action - Platformer - 2D;8;8;7;8;Edición PAL a 50 Hz. Conversión de un juego europeo de Amiga, con diseño y humor característicos de Psygnosis.;Putty Squad;Gráficos: colorido, animación elástica y escenarios variados. Música: acompañamiento simpático y adecuado. Jugabilidad: transformaciones y puzles, aunque el control puede ser impreciso. Motivo global: plataformas original y vistoso, menos pulido que los grandes referentes.;Super Putty es un plataformas protagonizado por una masa elástica que puede adoptar distintas formas. Debe rescatar a sus amigos, resolver puzles y superar obstáculos mediante habilidades de transformación.;;;
Punky Skunk;Punky Skunk;;snes;;;1996-11-28;;Action - Platformer - 2D;8;8;8;8;Edición PAL tardía a 50 Hz. Fue una de las últimas producciones de plataformas para Super Nintendo y mantiene una estructura tradicional.;Cooly Skunk;Gráficos: personajes coloridos y buena animación. Música: banda sonora alegre y competente. Jugabilidad: plataformas clásico, con ataques de cola y niveles variados; diseño convencional. Motivo global: título tardío sólido, aunque poco conocido.;Punky Skunk es un plataformas de acción protagonizado por una mofeta. Usa ataques de cola, patines y potenciadores para atravesar islas y derrotar a los enemigos que amenazan su hogar.;;
The Legend of the Mystical Ninja;The Legend of the Mystical Ninja;;snes;;;1992-11-19;;Action Adventure - Platformer - 2D;9;9;9;9;Ya incluido en el bloque 5; se conserva como referencia para evitar duplicados durante la consolidación.;Ganbare Goemon;No debe duplicarse: la ficha PAL completa está en el bloque 5.;No debe incluirse como fila separada en el catálogo PAL definitivo.;;
Super Ghouls 'n Ghosts;Super Ghouls 'n Ghosts;;snes;;;1992-12-10;;Action - Platformer - 2D;9;9;7;8;Ya incluido en el bloque 1; se conserva como referencia para evitar duplicados durante la consolidación.;Super Ghouls 'n Ghosts;No debe duplicarse: la ficha PAL completa está en el bloque 1.;No debe incluirse como fila separada en el catálogo PAL definitivo.;;
Equinox;Equinox;;snes;;;1994-11-24;;Puzzle - Action;9;9;8;9;Edición PAL a 50 Hz. Secuela espiritual de Solstice, con una perspectiva isométrica exigente que se mantiene en todas las regiones.;Solstice II;Gráficos: escenarios isométricos detallados y gran ambientación de fantasía. Música: banda sonora atmosférica muy cuidada. Jugabilidad: puzles complejos, exploración y acción, aunque los saltos isométricos requieren adaptación. Motivo global: aventura de culto profunda y muy original.;Equinox es una aventura isométrica de puzles y acción. El mago Glendaal debe explorar torres y mazmorras, combatir criaturas y resolver rompecabezas mediante objetos, hechizos y saltos de gran precisión.;;;
The Firemen 2: Pete & Danny;The Firemen 2: Pete & Danny;;snes;;;1995-11-30;;Action - General;9;8;9;9;No tuvo lanzamiento oficial PAL para Super Nintendo. Se excluye del catálogo PAL principal; se puede incorporar posteriormente como excepción NTSC/J si se desea.;The Firemen 2;No se asigna puntuación PAL porque no existió una edición oficial PAL de Super Nintendo.;No debe incluirse en el catálogo PAL definitivo.;;
King Arthur's World;King Arthur's World;;snes;;;1993-11-25;;Strategy - Puzzle;8;8;8;8;Edición PAL a 50 Hz. El control por cursor se adapta al mando, aunque es más cómodo con ratón en otros formatos.;King Arthur's World;Gráficos: ilustraciones medievales claras y personajes expresivos. Música: ambientación apropiada y funcional. Jugabilidad: estrategia de gestión de unidades con puzles, accesible pero pausada. Motivo global: propuesta original de estrategia para consola.;King Arthur's World es un juego de estrategia y puzles ambientado en la leyenda artúrica. El jugador dirige soldados, arqueros y magos para superar trampas, enemigos y obstáculos en castillos y bosques.;;;
Lemmings;Lemmings;;snes;;;1992-11-19;;Puzzle - Action;8;9;9;9;Edición PAL a 50 Hz. La versión de Super Nintendo adapta correctamente el cursor y los controles de un juego nacido en ordenador.;Lemmings;Gráficos: presentación clara y personajes fácilmente reconocibles. Música: arreglos muy memorables de melodías populares y originales. Jugabilidad: puzles profundos, planificación y numerosas habilidades; control de cursor algo más lento con mando. Motivo global: clásico absoluto del género de puzles.;Lemmings es un juego de puzles en el que el jugador asigna habilidades a pequeños personajes para guiarlos hasta la salida. Debe construir, cavar, bloquear y sacrificar lemmings para salvar al mayor número posible.;;
Lemmings 2: The Tribes;Lemmings 2: The Tribes;;snes;;;1994-11-24;;Puzzle - Action;8;8;8;8;Edición PAL a 50 Hz. Amplía mucho las habilidades y entornos, con una interfaz más exigente para mando.;Lemmings 2;Gráficos: gran variedad de tribus, fondos y animaciones. Música: banda sonora sólida y variada. Jugabilidad: enorme repertorio de habilidades, aunque la complejidad y el control con mando dificultan el acceso. Motivo global: secuela ambiciosa para aficionados al original.;Lemmings 2: The Tribes es un juego de puzles que amplía Lemmings con doce tribus y numerosas habilidades nuevas. El jugador debe guiar a los lemmings a través de entornos con obstáculos y mecanismos distintos.;;;
Super Tennis;Super Tennis;;snes;;;1992-09-24;;Sports - Individual - Tennis;8;8;9;8;Edición PAL a 50 Hz. El ritmo de partidos es ligeramente menor que en NTSC, aunque el control mantiene buena respuesta.;Super Tennis;Gráficos: cámara clara y personajes bien animados. Música: temas deportivos sencillos y eficaces. Jugabilidad: golpes accesibles, ritmo arcade y dobles entretenidos. Motivo global: una de las opciones de tenis más sólidas de los primeros años de Super Nintendo.;Super Tennis es un juego de tenis de Nintendo con partidos individuales y dobles. Permite elegir entre distintos jugadores, superficies y torneos, con un control directo de golpes, globos y voleas.;;;
Jimmy Connors Pro Tennis Tour;Jimmy Connors Pro Tennis Tour;;snes;;;1993-11-25;;Sports - Individual - Tennis;8;7;8;8;Edición PAL a 50 Hz. En Europa se publicó con licencia de Jimmy Connors y un enfoque más técnico que Super Tennis.;Jimmy Connors Tennis;Gráficos: perspectiva amplia y pistas variadas. Música: presentación discreta y funcional. Jugabilidad: mayor peso táctico y variedad de golpes, aunque menos inmediata que Super Tennis. Motivo global: tenis competente para quien prefiera simulación ligera.;Jimmy Connors Pro Tennis Tour es un juego de tenis con licencia del campeón estadounidense. Incluye torneos, diferentes superficies y un enfoque más táctico basado en colocación, efecto y selección de golpes.;;;
Super Off Road;Super Off Road;;snes;;;1992-09-24;;Racing - Arcade - Automobile;8;8;9;8;Edición PAL a 50 Hz. La acción arcade se mantiene, con un ritmo ligeramente inferior al de la versión NTSC.;Ivan 'Ironman' Stewart's Super Off Road;Gráficos: perspectiva cenital clara y circuitos fáciles de leer. Música: efectos y temas arcade funcionales. Jugabilidad: derrapes, turbo y mejoras con multijugador muy divertido. Motivo global: carreras directas y excelentes para partidas locales.;Super Off Road es un juego de carreras arcade con vista cenital. Los jugadores compiten en circuitos de tierra, recogen turbos y dinero para mejorar sus vehículos y superar a los rivales.;;;
Super Chase H.Q.;Super Chase H.Q.;;snes;;;1993-11-25;;Racing - Arcade - Automobile;8;8;8;8;Edición PAL a 50 Hz. La menor velocidad de PAL se nota en una conducción basada en persecuciones y tiempo límite.;Super Chase HQ;Gráficos: efecto de carretera y persecuciones muy vistosos. Música: acompañamiento energético. Jugabilidad: conducción arcade clara, con objetivos simples y ritmo intenso. Motivo global: continuación competente de Chase H.Q. para Super Nintendo.;Super Chase H.Q. es un juego de conducción arcade en el que un policía debe perseguir y detener vehículos criminales antes de que se agote el tiempo. Incluye coches rápidos, tráfico y persecuciones en distintas rutas.;;;
Nigel Mansell's World Championship Racing;Nigel Mansell's World Championship Racing;;snes;;;1993-11-25;;Racing - Simulation - Automobile;8;8;8;8;Edición PAL a 50 Hz. La versión europea incluye el nombre de Nigel Mansell y un enfoque de Fórmula 1 más técnico que los arcades puros.;Nigel Mansell's F1;Gráficos: circuitos y coches claros, con buena sensación de velocidad para el género. Música: discreta y funcional. Jugabilidad: carreras accesibles con configuración y estrategia básica, aunque menos profunda que las simulaciones posteriores. Motivo global: opción de Fórmula 1 sólida para la época.;Nigel Mansell's World Championship Racing es un juego de Fórmula 1 con licencia del piloto británico. Permite disputar campeonatos, ajustar el coche y competir en circuitos inspirados en el calendario mundial.;;;
